fid,osm_id,name,highway,waterway,aerialway,barrier,man_made,railway,z_order,other_tags,length,start_node,end_node
3643,"383920675",Kent Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""825;859;895;915"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""KENT"",""bburg:type""=>""ST"",""cycleway:left""=>""shared_lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",74.1928929219489,"-80.4183989,37.2276753","-80.4184677,37.2276756"
3644,"383920675",Kent Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""825;859;895;915"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""KENT"",""bburg:type""=>""ST"",""cycleway:left""=>""shared_lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",74.1928929219489,"-80.4184677,37.2276756","-80.4185606,37.2276816"
3645,"383920675",Kent Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""825;859;895;915"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""KENT"",""bburg:type""=>""ST"",""cycleway:left""=>""shared_lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",74.1928929219489,"-80.4185606,37.2276816","-80.4185881,37.2276846"
3646,"383920675",Kent Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""825;859;895;915"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""KENT"",""bburg:type""=>""ST"",""cycleway:left""=>""shared_lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",74.1928929219489,"-80.4185881,37.2276846","-80.4186123,37.2276883"
3647,"383920675",Kent Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""825;859;895;915"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""KENT"",""bburg:type""=>""ST"",""cycleway:left""=>""shared_lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",74.1928929219489,"-80.4186123,37.2276883","-80.4186674,37.2276978"
3648,"383920675",Kent Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""825;859;895;915"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""KENT"",""bburg:type""=>""ST"",""cycleway:left""=>""shared_lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",74.1928929219489,"-80.4186674,37.2276978","-80.4187355,37.2277158"
3649,"383920675",Kent Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""825;859;895;915"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""KENT"",""bburg:type""=>""ST"",""cycleway:left""=>""shared_lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",74.1928929219489,"-80.4187355,37.2277158","-80.4187886,37.2277308"
3650,"383920676",Kent Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""825;859;895;915"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""KENT"",""bburg:type""=>""ST"",""cycleway:left""=>""shared_lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""15 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:left""=>""lane"",""parking:left:markings""=>""yes"",""parking:left:maxstay""=>""10 minutes"",""parking:left:orientation""=>""parallel"",""parking:left:surface""=>""asphalt"",""parking:right""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",38.7409046918106,"-80.4187886,37.2277308","-80.4188128,37.2277393"
3651,"383920676",Kent Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""825;859;895;915"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""KENT"",""bburg:type""=>""ST"",""cycleway:left""=>""shared_lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""15 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:left""=>""lane"",""parking:left:markings""=>""yes"",""parking:left:maxstay""=>""10 minutes"",""parking:left:orientation""=>""parallel"",""parking:left:surface""=>""asphalt"",""parking:right""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",38.7409046918106,"-80.4188128,37.2277393","-80.41891,37.2277776"
3652,"383920676",Kent Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""825;859;895;915"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""KENT"",""bburg:type""=>""ST"",""cycleway:left""=>""shared_lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""15 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:left""=>""lane"",""parking:left:markings""=>""yes"",""parking:left:maxstay""=>""10 minutes"",""parking:left:orientation""=>""parallel"",""parking:left:surface""=>""asphalt"",""parking:right""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",38.7409046918106,"-80.41891,37.2277776","-80.4189552,37.2277995"
3653,"383920676",Kent Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""825;859;895;915"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""KENT"",""bburg:type""=>""ST"",""cycleway:left""=>""shared_lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""15 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:left""=>""lane"",""parking:left:markings""=>""yes"",""parking:left:maxstay""=>""10 minutes"",""parking:left:orientation""=>""parallel"",""parking:left:surface""=>""asphalt"",""parking:right""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",38.7409046918106,"-80.4189552,37.2277995","-80.4190284,37.2278409"
3654,"383920676",Kent Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""825;859;895;915"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""KENT"",""bburg:type""=>""ST"",""cycleway:left""=>""shared_lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""15 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:left""=>""lane"",""parking:left:markings""=>""yes"",""parking:left:maxstay""=>""10 minutes"",""parking:left:orientation""=>""parallel"",""parking:left:surface""=>""asphalt"",""parking:right""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",38.7409046918106,"-80.4190284,37.2278409","-80.4190785,37.2278674"
3655,"383920676",Kent Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""825;859;895;915"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""KENT"",""bburg:type""=>""ST"",""cycleway:left""=>""shared_lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""15 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:left""=>""lane"",""parking:left:markings""=>""yes"",""parking:left:maxstay""=>""10 minutes"",""parking:left:orientation""=>""parallel"",""parking:left:surface""=>""asphalt"",""parking:right""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",38.7409046918106,"-80.4190785,37.2278674","-80.4191497,37.2279226"
3656,"383931928",Kent Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""825;859;895;915"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""KENT"",""bburg:type""=>""ST"",""cycleway:left""=>""lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",147.12974930585,"-80.4168027,37.2267789","-80.4168654,37.2268466"
3657,"383931928",Kent Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""825;859;895;915"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""KENT"",""bburg:type""=>""ST"",""cycleway:left""=>""lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",147.12974930585,"-80.4168654,37.2268466","-80.4173151,37.2273372"
3658,"383931928",Kent Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""825;859;895;915"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""KENT"",""bburg:type""=>""ST"",""cycleway:left""=>""lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",147.12974930585,"-80.4173151,37.2273372","-80.4174242,37.2274398"
3659,"383931928",Kent Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""825;859;895;915"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""KENT"",""bburg:type""=>""ST"",""cycleway:left""=>""lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",147.12974930585,"-80.4174242,37.2274398","-80.4174557,37.2274647"
3660,"383931928",Kent Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""825;859;895;915"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""KENT"",""bburg:type""=>""ST"",""cycleway:left""=>""lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",147.12974930585,"-80.4174557,37.2274647","-80.4174942,37.2274936"
3661,"383931928",Kent Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""825;859;895;915"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""KENT"",""bburg:type""=>""ST"",""cycleway:left""=>""lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",147.12974930585,"-80.4174942,37.2274936","-80.4175571,37.2275331"
3662,"383931928",Kent Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""825;859;895;915"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""KENT"",""bburg:type""=>""ST"",""cycleway:left""=>""lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",147.12974930585,"-80.4175571,37.2275331","-80.4176685,37.2275904"
3663,"383931928",Kent Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""825;859;895;915"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""KENT"",""bburg:type""=>""ST"",""cycleway:left""=>""lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",147.12974930585,"-80.4176685,37.2275904","-80.4177413,37.2276194"
3664,"383931928",Kent Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""825;859;895;915"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""KENT"",""bburg:type""=>""ST"",""cycleway:left""=>""lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",147.12974930585,"-80.4177413,37.2276194","-80.4178452,37.2276514"
3665,"383931928",Kent Street,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""825;859;895;915"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""KENT"",""bburg:type""=>""ST"",""cycleway:left""=>""lane"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",147.12974930585,"-80.4178452,37.2276514","-80.4179626,37.2276755"
3666,"383931931",Washington Street,secondary,,,,,,6,"""bburg:dataset""=>""rcl"",""bburg:id""=>""430;824;845;878;718;887;898;912;929"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""WASHINGTON"",""bburg:suffix""=>""SW"",""bburg:type""=>""ST"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""lit""=>""yes"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",106.983210712299,"-80.4157185,37.2257471","-80.4156751,37.2257769"
3667,"383931931",Washington Street,secondary,,,,,,6,"""bburg:dataset""=>""rcl"",""bburg:id""=>""430;824;845;878;718;887;898;912;929"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""WASHINGTON"",""bburg:suffix""=>""SW"",""bburg:type""=>""ST"",""lane_markings""=>""yes"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""lit""=>""yes"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",106.983210712299,"-80.4156751,37.2257769","-80.4148034,37.2263746"
3668,"384731787",Draper Road,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""443;765;795;834;855;879;892;901;909;926;737;707;944"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""DRAPER"",""bburg:suffix""=>""NW;NW;SW;SW;SW;SW;SW;SW;SW;SW;SW"",""bburg:type""=>""RD"",""lane_markings""=>""no"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:left""=>""lane"",""parking:left:access""=>""yes"",""parking:left:fee""=>""yes"",""parking:left:markings""=>""yes"",""parking:left:orientation""=>""parallel"",""parking:left:surface""=>""asphalt"",""parking:right""=>""no"",""parking:right:restriction""=>""no_parking"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",100.983968807495,"-80.4131984,37.2274314","-80.4132636,37.2274868"
3669,"384731787",Draper Road,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""443;765;795;834;855;879;892;901;909;926;737;707;944"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""DRAPER"",""bburg:suffix""=>""NW;NW;SW;SW;SW;SW;SW;SW;SW;SW;SW"",""bburg:type""=>""RD"",""lane_markings""=>""no"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:left""=>""lane"",""parking:left:access""=>""yes"",""parking:left:fee""=>""yes"",""parking:left:markings""=>""yes"",""parking:left:orientation""=>""parallel"",""parking:left:surface""=>""asphalt"",""parking:right""=>""no"",""parking:right:restriction""=>""no_parking"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",100.983968807495,"-80.4132636,37.2274868","-80.4134649,37.2276442"
3670,"384731787",Draper Road,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""443;765;795;834;855;879;892;901;909;926;737;707;944"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""DRAPER"",""bburg:suffix""=>""NW;NW;SW;SW;SW;SW;SW;SW;SW;SW;SW"",""bburg:type""=>""RD"",""lane_markings""=>""no"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:left""=>""lane"",""parking:left:access""=>""yes"",""parking:left:fee""=>""yes"",""parking:left:markings""=>""yes"",""parking:left:orientation""=>""parallel"",""parking:left:surface""=>""asphalt"",""parking:right""=>""no"",""parking:right:restriction""=>""no_parking"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",100.983968807495,"-80.4134649,37.2276442","-80.4138941,37.2280155"
3671,"384731787",Draper Road,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""443;765;795;834;855;879;892;901;909;926;737;707;944"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""DRAPER"",""bburg:suffix""=>""NW;NW;SW;SW;SW;SW;SW;SW;SW;SW;SW"",""bburg:type""=>""RD"",""lane_markings""=>""no"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:left""=>""lane"",""parking:left:access""=>""yes"",""parking:left:fee""=>""yes"",""parking:left:markings""=>""yes"",""parking:left:orientation""=>""parallel"",""parking:left:surface""=>""asphalt"",""parking:right""=>""no"",""parking:right:restriction""=>""no_parking"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",100.983968807495,"-80.4138941,37.2280155","-80.4139778,37.2280939"
3672,"384731794",Draper Road,tertiary,,,,,,4,"""bburg:dataset""=>""rcl"",""bburg:id""=>""443;765;795;834;855;879;892;901;909;926;737;707;944"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""DRAPER"",""bburg:suffix""=>""NW;NW;SW;SW;SW;SW;SW;SW;SW;SW;SW"",""bburg:type""=>""RD"",""lane_markings""=>""no"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""lane"",""parking:both:access""=>""yes"",""parking:both:fee""=>""yes"",""parking:both:markings""=>""yes"",""parking:both:orientation""=>""parallel"",""parking:both:surface""=>""asphalt"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",47.2592483938667,"-80.4139778,37.2280939","-80.4143321,37.2284118"
3673,"384736588",Draper Road,pedestrian,,,,,,0,"""bburg:dataset""=>""rcl"",""bburg:id""=>""443;765;795;834;855;879;892;901;909;926;737;707;944"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""DRAPER"",""bburg:suffix""=>""NW;NW;SW;SW;SW;SW;SW;SW;SW;SW;SW"",""bburg:type""=>""RD"",""lane_markings""=>""no"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""lit""=>""yes"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""lane"",""parking:both:access""=>""yes"",""parking:both:fee""=>""yes"",""parking:both:markings""=>""yes"",""parking:both:orientation""=>""parallel"",""parking:both:surface""=>""asphalt"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",77.235305501072,"-80.4155563,37.2294736","-80.4156813,37.2295628"
3674,"384736588",Draper Road,pedestrian,,,,,,0,"""bburg:dataset""=>""rcl"",""bburg:id""=>""443;765;795;834;855;879;892;901;909;926;737;707;944"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""DRAPER"",""bburg:suffix""=>""NW;NW;SW;SW;SW;SW;SW;SW;SW;SW;SW"",""bburg:type""=>""RD"",""lane_markings""=>""no"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""lit""=>""yes"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""lane"",""parking:both:access""=>""yes"",""parking:both:fee""=>""yes"",""parking:both:markings""=>""yes"",""parking:both:orientation""=>""parallel"",""parking:both:surface""=>""asphalt"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",77.235305501072,"-80.4156813,37.2295628","-80.4158873,37.2296927"
3675,"384736588",Draper Road,pedestrian,,,,,,0,"""bburg:dataset""=>""rcl"",""bburg:id""=>""443;765;795;834;855;879;892;901;909;926;737;707;944"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""DRAPER"",""bburg:suffix""=>""NW;NW;SW;SW;SW;SW;SW;SW;SW;SW;SW"",""bburg:type""=>""RD"",""lane_markings""=>""no"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""lit""=>""yes"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""lane"",""parking:both:access""=>""yes"",""parking:both:fee""=>""yes"",""parking:both:markings""=>""yes"",""parking:both:orientation""=>""parallel"",""parking:both:surface""=>""asphalt"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",77.235305501072,"-80.4158873,37.2296927","-80.4159398,37.2297289"
3676,"384736588",Draper Road,pedestrian,,,,,,0,"""bburg:dataset""=>""rcl"",""bburg:id""=>""443;765;795;834;855;879;892;901;909;926;737;707;944"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""DRAPER"",""bburg:suffix""=>""NW;NW;SW;SW;SW;SW;SW;SW;SW;SW;SW"",""bburg:type""=>""RD"",""lane_markings""=>""no"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""lit""=>""yes"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""lane"",""parking:both:access""=>""yes"",""parking:both:fee""=>""yes"",""parking:both:markings""=>""yes"",""parking:both:orientation""=>""parallel"",""parking:both:surface""=>""asphalt"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",77.235305501072,"-80.4159398,37.2297289","-80.4161767,37.2299573"
3677,"384736589",Draper Road,pedestrian,,,,,,0,"""bburg:dataset""=>""rcl"",""bburg:id""=>""443;765;795;834;855;879;892;901;909;926;737;707;944"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""DRAPER"",""bburg:suffix""=>""NW;NW;SW;SW;SW;SW;SW;SW;SW;SW;SW"",""bburg:type""=>""RD"",""lane_markings""=>""no"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""lit""=>""yes"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""parking:both:restriction""=>""no_parking"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",14.2068314600278,"-80.4161767,37.2299573","-80.4162237,37.2300071"
3678,"384736589",Draper Road,pedestrian,,,,,,0,"""bburg:dataset""=>""rcl"",""bburg:id""=>""443;765;795;834;855;879;892;901;909;926;737;707;944"",""bburg:maint""=>""Blacksburg"",""bburg:maxspeed""=>""25.0"",""bburg:name""=>""DRAPER"",""bburg:suffix""=>""NW;NW;SW;SW;SW;SW;SW;SW;SW;SW;SW"",""bburg:type""=>""RD"",""lane_markings""=>""no"",""lanes""=>""2"",""lanes:backward""=>""1"",""lanes:forward""=>""1"",""lit""=>""yes"",""maxspeed""=>""25 mph"",""noref""=>""yes"",""oneway""=>""no"",""parking:both""=>""no"",""parking:both:restriction""=>""no_parking"",""sidewalk""=>""separate"",""sidewalk:both""=>""separate"",""surface""=>""asphalt""",14.2068314600278,"-80.4162237,37.2300071","-80.4162731,37.2300595"
