fid,osm_id,name,highway,waterway,aerialway,barrier,man_made,railway,z_order,other_tags,start_node,end_node,length
2859,"1087735330",,path,,,,,,0,"""foot""=>""yes""","-80.4187579,37.2246987","-80.418728,37.2247191",3.488180931254
2860,"1087735330",,path,,,,,,0,"""foot""=>""yes""","-80.418728,37.2247191","-80.4186038,37.2248038",14.4865910213588
2861,"1087735330",,path,,,,,,0,"""foot""=>""yes""","-80.4186038,37.2248038","-80.4185817,37.2248027",1.96514717385667
2862,"1087735330",,path,,,,,,0,"""foot""=>""yes""","-80.4185817,37.2248027","-80.4185485,37.2247844",3.57861537400792
2863,"1087735331",,path,,,,,,0,"""foot""=>""yes"",""surface""=>""concrete""","-80.4195637,37.2246745","-80.4195227,37.2246872",3.90215737764777
2864,"1087735331",,path,,,,,,0,"""foot""=>""yes"",""surface""=>""concrete""","-80.4195227,37.2246872","-80.4194649,37.22469",5.13910015653813
2865,"1087735331",,path,,,,,,0,"""foot""=>""yes"",""surface""=>""concrete""","-80.4194649,37.22469","-80.4193741,37.224682",8.10717930904827
2866,"1087763987",,steps,,,,,,0,"""handrail""=>""yes""","-80.4187026,37.2246946","-80.418728,37.2247191",3.53196792836113
2867,"1087766950",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4216051,37.2265414","-80.4215756,37.2264829",7.00042081172904
2868,"1087766950",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4215756,37.2264829","-80.4215542,37.2264403",5.09502398074668
2869,"1087766951",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4194779,37.2264217","-80.4194787,37.2264022",2.16531113547454
2870,"1087767373",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4216442,37.2255284","-80.4216214,37.2255277",2.02494722597946
2871,"1087767373",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4216214,37.2255277","-80.4216013,37.2255362",2.01791333102932
2872,"1087767373",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4216013,37.2255362","-80.4215892,37.2255516",2.01847752058019
2873,"1087767373",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4215892,37.2255516","-80.4215888,37.2255605",0.988376395311917
2874,"1087767373",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4215888,37.2255605","-80.4215884,37.2255697",1.02165017707968
2875,"1087767373",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4215884,37.2255697","-80.4215991,37.2255857",2.01367664379274
2876,"1087767373",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4215991,37.2255857","-80.4216183,37.2255953",2.00963149745765
2877,"1087767373",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4216183,37.2255953","-80.4216411,37.225596",2.02494542134295
2878,"1087767373",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4216411,37.225596","-80.4216612,37.2255875",2.01791209067531
2879,"1087767373",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4216612,37.2255875","-80.4216733,37.2255721",2.01847725792703
2880,"1087767373",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4216733,37.2255721","-80.4216741,37.225554",2.01002622890054
2881,"1087767373",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4216741,37.225554","-80.4216634,37.225538",2.01367682320405
2882,"1087767373",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4216634,37.225538","-80.4216518,37.2255322",1.21415299848099
2883,"1087767373",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4216518,37.2255322","-80.4216442,37.2255284",0.795479585953096
2884,"1087799874",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete"",""wheelchair""=>""yes""","-80.4183632,37.2258068","-80.4185904,37.2257869",21.7409598049474
2885,"1087799874",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete"",""wheelchair""=>""yes""","-80.4185904,37.2257869","-80.4186096,37.2257818",1.79550436075821
2886,"1087799874",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete"",""wheelchair""=>""yes""","-80.4186096,37.2257818","-80.4186124,37.225792",1.15896829276995
2887,"1087799874",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete"",""wheelchair""=>""yes""","-80.4186124,37.225792","-80.418421,37.225906",22.3391261828353
2888,"1087799874",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete"",""wheelchair""=>""yes""","-80.418421,37.225906","-80.4184289,37.2259276",2.49763073421094
2889,"1087799874",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete"",""wheelchair""=>""yes""","-80.4184289,37.2259276","-80.4185433,37.2259063",10.424298618797
2890,"1087799874",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete"",""wheelchair""=>""yes""","-80.4185433,37.2259063","-80.4187025,37.2258694",14.7280111254569
2891,"1087799874",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete"",""wheelchair""=>""yes""","-80.4187025,37.2258694","-80.4186884,37.225856",1.94357779668428
2892,"1087800360",,path,,,,,,0,"""foot""=>""yes"",""surface""=>""paved""","-80.4246648,37.2190914","-80.4246419,37.2191401",5.77467561855784
2893,"1087800360",,path,,,,,,0,"""foot""=>""yes"",""surface""=>""paved""","-80.4246419,37.2191401","-80.4246417,37.2191545",1.59823583907636
2894,"1087800361",,path,,,,,,0,"""foot""=>""yes"",""surface""=>""paved""","-80.4248372,37.2191926","-80.4247859,37.219136",7.75817949767253
2895,"1087920512",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4226881,37.2216474","-80.4226264,37.2215844",8.88104880102015
2896,"1088002303",,path,,,,,,0,"""foot""=>""yes"",""surface""=>""concrete""","-80.4257546,37.2193827","-80.425671,37.219422",8.60691126794382
2897,"1088206852",,steps,,,,,,0,"""handrail""=>""yes"",""incline""=>""down"",""ramp""=>""no"",""step_count""=>""14"",""surface""=>""concrete"",""tactile_paving""=>""no""","-80.4228648,37.2289814","-80.4227934,37.2289168",9.5681668393444
2898,"1088206853",,path,,,,,,0,"""bicycle""=>""yes"",""check_date:surface""=>""2022-08-19"",""foot""=>""yes"",""surface""=>""concrete""","-80.4231088,37.2292024","-80.4230902,37.2291855",2.4984896280694
2899,"1088206853",,path,,,,,,0,"""bicycle""=>""yes"",""check_date:surface""=>""2022-08-19"",""foot""=>""yes"",""surface""=>""concrete""","-80.4230902,37.2291855","-80.4230695,37.2291669",2.76328503860441
2900,"1088206853",,path,,,,,,0,"""bicycle""=>""yes"",""check_date:surface""=>""2022-08-19"",""foot""=>""yes"",""surface""=>""concrete""","-80.4230695,37.2291669","-80.4228648,37.2289814",27.4559658026332
2901,"1088518320",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4237216,37.2298497","-80.4235214,37.2299891",23.5582472444894
2902,"1088518320",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4235214,37.2299891","-80.4234212,37.2300588",11.7858083956636
2903,"1088518320",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4234212,37.2300588","-80.423319,37.23013",12.0289770470911
2904,"1088518320",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.423319,37.23013","-80.4231933,37.2302174",14.7824049128118
2905,"1088518320",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4231933,37.2302174","-80.423146,37.2302564",6.02937437836088
2906,"1088537461",,path,,,,,,0,"""foot""=>""yes"",""surface""=>""concrete""","-80.418421,37.225906","-80.4184158,37.2258953",1.27402581839347
2907,"1088537461",,path,,,,,,0,"""foot""=>""yes"",""surface""=>""concrete""","-80.4184158,37.2258953","-80.4183846,37.2259033",2.90778993277685
2908,"1088537462",,path,,,,,,0,"""foot""=>""yes"",""surface""=>""concrete""","-80.4186124,37.225792","-80.4186552,37.2257811",3.98638465363574
2909,"1088537463",,path,,,,,,0,"""foot""=>""yes""","-80.4185928,37.2253453","-80.4184897,37.225372",9.61780670686561
2910,"1088838792",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.422475,37.2295713","-80.4224779,37.2295874",1.80524783969452
2911,"1088838792",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4224779,37.2295874","-80.4224906,37.2296002",1.8133493471385
2912,"1088838792",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4224906,37.2296002","-80.4225095,37.2296063",1.80872283521583
2913,"1088838792",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4225095,37.2296063","-80.4225298,37.229604",1.81948353151087
2914,"1088838792",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4225298,37.229604","-80.4225344,37.2296011",0.519835423548953
2915,"1088838792",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4225344,37.2296011","-80.4225459,37.2295939",1.29616030326694
2916,"1088838792",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4225459,37.2295939","-80.4225535,37.2295788",1.80645496527735
2917,"1088838792",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4225535,37.2295788","-80.4225505,37.2295627",1.80653431960169
2918,"1088838792",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4225505,37.2295627","-80.4225379,37.2295499",1.80784743836709
2919,"1088838792",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4225379,37.2295499","-80.4225189,37.2295438",1.81695629966855
2920,"1088838792",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4225189,37.2295438","-80.4225118,37.2295446",0.636302747827291
2921,"1088838792",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4225118,37.2295446","-80.4224987,37.2295461",1.17439709231758
2922,"1088838792",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4224987,37.2295461","-80.4224826,37.2295562",1.81599433590866
2923,"1088838792",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4224826,37.2295562","-80.42248,37.2295613",0.611230392923772
2924,"1088838792",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.42248,37.2295613","-80.422475,37.2295713",1.19523382696149
2925,"1088862236",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4215756,37.2264829","-80.4213978,37.2264879",15.7889650908914
2926,"1088862236",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4213978,37.2264879","-80.4212268,37.226497",15.2092981772222
2927,"1088862236",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4212268,37.226497","-80.4214222,37.2266701",25.8800341811989
2928,"1090301201",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4245688,37.2274741","-80.4244461,37.2274479",11.2706541408542
2929,"1090301201",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4244461,37.2274479","-80.4244451,37.2274479",0.0887458393814074
2930,"1090301201",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4244451,37.2274479","-80.4244393,37.2274479",0.514725869421086
2931,"1090301201",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4244393,37.2274479","-80.4244021,37.2274479",3.30134523406864
2932,"1090301201",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4244021,37.2274479","-80.4243997,37.2274479",0.212990015019839
2933,"1090301201",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4243997,37.2274479","-80.4243986,37.2274479",0.0976204228150865
2934,"1090301201",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4243986,37.2274479","-80.4243696,37.2274479",2.57362934836658
2935,"1090301201",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4243696,37.2274479","-80.4243094,37.2274622",5.57323928491286
2936,"1090306308",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""motor_vehicle""=>""no"",""surface""=>""concrete""","-80.424478,37.2274049","-80.4245688,37.2274741",11.1317093067735
2937,"1090306308",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""motor_vehicle""=>""no"",""surface""=>""concrete""","-80.4245688,37.2274741","-80.4249787,37.2278102",52.1022041256059
2938,"1090306309",,steps,,,,,,0,"""handrail""=>""no"",""incline""=>""up"",""lit""=>""yes"",""ramp""=>""no"",""ramp:bicycle""=>""no"",""ramp:wheelchair""=>""no"",""step_count""=>""4"",""surface""=>""concrete"",""tactile_paving""=>""no""","-80.4244451,37.2273795","-80.424478,37.2274049",4.05848601282067
2939,"1090309266",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4243106,37.2289605","-80.4242895,37.228976",2.54271741362018
2940,"1090309267",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4241288,37.2286865","-80.4240499,37.2287482",9.79369386730309
2941,"1090309267",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4240499,37.2287482","-80.4240374,37.2287574",1.50766876768151
2942,"1091272848",,steps,,,,,,0,"""foot""=>""yes"",""handrail""=>""yes"",""incline""=>""down"",""ramp""=>""no"",""surface""=>""concrete""","-80.4175097,37.2264815","-80.4174864,37.2265043",3.26782389884615
2943,"1091390349",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4180339,37.2274429","-80.417751,37.227553",27.9228698183688
2944,"1091633057",,path,,,,,,0,"""foot""=>""yes"",""surface""=>""concrete""","-80.4187952,37.228162","-80.4188302,37.2281634",3.10995878198791
2945,"1091633057",,path,,,,,,0,"""foot""=>""yes"",""surface""=>""concrete""","-80.4188302,37.2281634","-80.4189777,37.2281751",13.1541326233746
2946,"1091633057",,path,,,,,,0,"""foot""=>""yes"",""surface""=>""concrete""","-80.4189777,37.2281751","-80.4190806,37.2282666",13.6569268473707
2947,"1091633058",,path,,,,,,0,"""foot""=>""yes"",""surface""=>""concrete""","-80.4176467,37.2292141","-80.4176616,37.2292921",8.75699759268939
2948,"1091633059",,path,,,,,,0,"""foot""=>""yes"",""surface""=>""concrete""","-80.4178029,37.2291138","-80.4178514,37.22917",7.57809716454005
2949,"1091633060",,path,,,,,,0,"""foot""=>""yes"",""surface""=>""concrete""","-80.4178532,37.2290177","-80.417814,37.2289805",5.39875495202123
2950,"1091633061",,path,,,,,,0,"""foot""=>""yes"",""surface""=>""concrete""","-80.4181784,37.2288238","-80.4181358,37.2287806",6.10562680287566
2951,"1091633062",,path,,,,,,0,"""foot""=>""yes"",""surface""=>""concrete""","-80.4182656,37.2288463","-80.4183071,37.2288774",5.04744961215374
2952,"1091633063",,path,,,,,,0,"""foot""=>""yes"",""surface""=>""concrete""","-80.418606,37.2285963","-80.4185736,37.2285577",5.15938945105184
2953,"1092128309",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4216848,37.2234183","-80.4215462,37.2235378",18.0886568195778
2954,"1092128309",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4215462,37.2235378","-80.4213656,37.2236935",23.569062180423
2955,"1092150919",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4212508,37.2306297","-80.4213978,37.2305167",18.095589913409
2956,"1092150920",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4214578,37.2305295","-80.4213978,37.2305167",5.51077859364166
2957,"1092150920",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4213978,37.2305167","-80.4211483,37.2304637",22.9091918085473
2958,"1092222521",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4218598,37.223739","-80.4218343,37.2237195",3.13133915515372
2959,"1092222521",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4218343,37.2237195","-80.4218145,37.2237149",1.82990964943246
2960,"1092222521",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4218145,37.2237149","-80.421781,37.2237147",2.97321502438966
2961,"1092222521",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.421781,37.2237147","-80.4217732,37.2237176",0.763412117752503
2962,"1092222521",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4217732,37.2237176","-80.4217538,37.2237248",1.89814344111962
2963,"1092222521",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4217538,37.2237248","-80.4217374,37.2237376",2.03383915949325
2964,"1092222521",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4217374,37.2237376","-80.4217216,37.2237545",2.34182886093535
2965,"1092222521",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4217216,37.2237545","-80.4217086,37.2237731",2.36480915647754
2966,"1092222521",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4217086,37.2237731","-80.4217055,37.2237902",1.9176284614678
2967,"1092222521",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4217055,37.2237902","-80.4217091,37.2237972",0.840007152095367
2968,"1092222521",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4217091,37.2237972","-80.4217126,37.2238038",0.795622594180915
2969,"1092222521",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4217126,37.2238038","-80.421722,37.2238143",1.43315056280913
2970,"1092222521",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.421722,37.2238143","-80.4217464,37.2238268",2.57175547249516
2971,"1092222521",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4217464,37.2238268","-80.4217763,37.2238276",2.6551123455295
2972,"1092222521",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4217763,37.2238276","-80.4218065,37.2238207",2.7875015464117
2973,"1092222521",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4218065,37.2238207","-80.4218286,37.2238036",2.72921335080842
2974,"1092222521",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4218286,37.2238036","-80.4218521,37.2237763",3.67825473397607
2975,"1092222521",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4218521,37.2237763","-80.4218618,37.2237585",2.15490527922985
2976,"1092222521",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4218618,37.2237585","-80.4218598,37.223739",2.17141285851649
2977,"1092225635",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4270002,37.2289657","-80.4272753,37.2291387",31.0588540309488
2978,"1092488408",,steps,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""handrail""=>""yes"",""incline""=>""down"",""ramp""=>""no"",""step_count""=>""13"",""surface""=>""concrete"",""tactile_paving""=>""no""","-80.4249477,37.2283741","-80.4249884,37.2284064",5.08882007549117
2979,"1092488409",,path,,,,,,0,"""surface""=>""concrete""","-80.424873,37.228413","-80.4249333,37.2283627",7.73301900946059
2980,"1092488409",,path,,,,,,0,"""surface""=>""concrete""","-80.4249333,37.2283627","-80.4249907,37.2283148",7.36264626847178
2981,"1092950719",,path,,,,,,0,"""surface""=>""concrete""","-80.425898,37.2282551","-80.4259705,37.2283095",8.82308273723103
2982,"1092950804",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4250267,37.2284403","-80.4249358,37.2285016",10.5526349491783
2983,"1093190319",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4224532,37.2304314","-80.4225593,37.2305339",14.7667921051108
2984,"1093190320",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete"",""tunnel""=>""building_passage""","-80.4222811,37.2302648","-80.4224532,37.2304314",23.9815898647652
2985,"1093190321",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4227079,37.2294731","-80.4226062,37.229671",23.7453570962308
2986,"1093190321",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4226062,37.229671","-80.4225328,37.2297861",14.3389182496033
2987,"1093190321",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4225328,37.2297861","-80.4224212,37.2299611",21.8011833271495
2988,"1093190321",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4224212,37.2299611","-80.4223419,37.2300855",15.4962448711514
2989,"1093190321",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4223419,37.2300855","-80.422248,37.2302328",18.3489304497349
2990,"1093190321",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.422248,37.2302328","-80.4222811,37.2302648",4.60877393887329
2991,"1093194235",,steps,,,,,,0,"""handrail""=>""yes"",""incline""=>""up"",""ramp""=>""no"",""surface""=>""concrete""","-80.4218249,37.2302307","-80.421825,37.2303095",8.74538318342924
2992,"1093194236",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4217337,37.2301509","-80.4218249,37.2302307",11.9973776514561
2993,"1093194237",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4216632,37.2299071","-80.4216803,37.2299589",5.9457776134608
2994,"1093194237",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4216803,37.2299589","-80.421719,37.2300759",13.4313844320758
2995,"1093194237",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.421719,37.2300759","-80.4217337,37.2301509",8.42525171307549
2996,"1093194237",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4217337,37.2301509","-80.4217827,37.2304002",28.0074237664789
2997,"1093196572",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4221716,37.2309691","-80.4223605,37.2311324",24.6873248884452
2998,"1093822485",,steps,,,,,,0,"""foot""=>""yes"",""handrail""=>""yes"",""incline""=>""down"",""ramp""=>""no"",""step_count""=>""2"",""surface""=>""concrete""","-80.4225913,37.2296565","-80.4225539,37.2296201",5.22831464718338
2999,"1093822486",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4225539,37.2296201","-80.4225344,37.2296011",2.72782800756829
3000,"1093823201",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4227994,37.2298539","-80.4226383,37.2298809",14.6071538472964
3001,"1093823201",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4226383,37.2298809","-80.4223419,37.2300855",34.7486952556009
3002,"1093823532",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4227483,37.2298057","-80.4226534,37.2297806",8.87046709193796
3003,"1093823532",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4226534,37.2297806","-80.4226433,37.2297806",0.896305369985692
3004,"1093823532",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4226433,37.2297806","-80.4226361,37.2297806",0.638950362836996
3005,"1093823532",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4226361,37.2297806","-80.422622,37.2297806",1.2512777942044
3006,"1093823532",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.422622,37.2297806","-80.4226215,37.2297806",0.0443715528696984
3007,"1093823532",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4226215,37.2297806","-80.4226204,37.2297806",0.0976174170700058
3008,"1093823532",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4226204,37.2297806","-80.4226127,37.2297806",0.683321915706694
3009,"1093823532",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4226127,37.2297806","-80.4226126,37.2297806",0.00887431133060892
3010,"1093823532",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4226126,37.2297806","-80.4226094,37.2297806",0.283977938618293
3011,"1093823532",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4226094,37.2297806","-80.4226062,37.2297806",0.283977938618293
3012,"1093823532",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4226062,37.2297806","-80.4225947,37.2297806",1.02054571852529
3013,"1093823532",,path,,,,,,0,"""bicycle""=>""yes"",""foot""=>""yes"",""surface""=>""concrete""","-80.4225947,37.2297806","-80.4225946,37.2297806",0.00887431133060892
